_id,Proposal Number:,institution,country,role
370,UREP 15 - 024 - 2 - 005,Hamad Medical Corporation,Qatar,Collaborative Institution
371,UREP 15 - 023 - 2 - 004,Qatar University,Qatar,Submitting Institution
372,UREP 15 - 023 - 2 - 004,General Electric,Qatar,Collaborative Institution
373,UREP 15 - 022 - 5 - 009,Ahmed Bin Mohamed Military College - Qatar,Qatar,Submitting Institution
374,UREP 15 - 021 - 5 - 008,Ahmed Bin Mohamed Military College - Qatar,Qatar,Submitting Institution
375,UREP 15 - 020 - 3 - 009,Qatar University,Qatar,Submitting Institution
376,UREP 15 - 020 - 3 - 009,Hamad Medical Corporation,Qatar,Collaborative Institution
377,UREP 15 - 019 - 3 - 008,Qatar University,Qatar,Submitting Institution
378,UREP 15 - 019 - 3 - 008,Hamad Medical Corporation,Qatar,Collaborative Institution
379,UREP 15 - 015 - 3 - 00,Qatar University,Qatar,Submitting Institution
380,UREP 15 - 014 - 3 - 00,Qatar University,Qatar,Submitting Institution
381,UREP 15 - 013 - 3 - 004,Weill Cornell Medical College in Qatar,Qatar,Submitting Institution
382,UREP 15 - 012 - 3 - 003,Weill Cornell Medical College in Qatar,Qatar,Submitting Institution
383,UREP 15 - 012 - 3 - 003,Hamad Medical Corporation,Qatar,Collaborative Institution
384,UREP 15 - 005 - 2 - 00,Qatar University,Qatar,Submitting Institution
385,UREP 15 - 004 - 2 - 00,Qatar University,Qatar,Submitting Institution
386,UREP 15 - 001 - 2 - 001,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
387,UREP 15 - 001 - 2 - 001,Qatar University,Qatar,Collaborative Institution
388,UREP 14 - 139 - 2 - 047,Virginia Commonwealth University in Qatar (VCUQatar),Qatar,Submitting Institution
389,UREP 14 - 131 - 5 - 033,Georgetown University School of Foreign Service in Qatar,Qatar,Submitting Institution
390,UREP 14 - 130 - 2 - 043,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
391,UREP 14 - 127 - 5 - 032,Georgetown University School of Foreign Service in Qatar,Qatar,Submitting Institution
392,UREP 14 - 127 - 5 - 032,Carnegie Mellon University - Qatar,Qatar,Collaborative Institution
393,UREP 14 - 126 - 5 - 031,Northwestern University in Qatar,Qatar,Submitting Institution
394,UREP 14 - 126 - 5 - 031,Qatar University,Qatar,Collaborative Institution
395,UREP 14 - 125 - 5 - 03,Qatar University,Qatar,Submitting Institution
396,UREP 14 - 123 - 2 - 04,Qatar University,Qatar,Submitting Institution
397,UREP 14 - 120 - 2 - 041,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
398,UREP 14 - 119 - 5 - 027,Georgetown University School of Foreign Service in Qatar,Qatar,Submitting Institution
399,UREP 14 - 116 - 2 - 03,Qatar University,Qatar,Submitting Institution
400,UREP 14 - 114 - 2 - 03,Qatar University,Qatar,Submitting Institution
401,UREP 14 - 113 - 1 - 01,Qatar University,Qatar,Submitting Institution
402,UREP 14 - 111 - 1 - 01,Qatar University,Qatar,Submitting Institution
403,UREP 14 - 102 - 2 - 03,Qatar University,Qatar,Submitting Institution
404,UREP 14 - 101 - 4 - 001,Qatar University,Qatar,Submitting Institution
405,UREP 14 - 101 - 4 - 001,Ministry of Municipality and Environment (MME),Qatar,Collaborative Institution
406,UREP 14 - 094 - 5 - 02,Qatar University,Qatar,Submitting Institution
407,UREP 14 - 085 - 1 - 01,Qatar University,Qatar,Submitting Institution
408,UREP 14 - 076 - 5 - 01,Qatar University,Qatar,Submitting Institution
409,UREP 14 - 073 - 5 - 017,Georgetown University School of Foreign Service in Qatar,Qatar,Submitting Institution
410,UREP 14 - 072 - 5 - 01,Qatar University,Qatar,Submitting Institution
411,UREP 14 - 071 - 5 - 01,Qatar University,Qatar,Submitting Institution
412,UREP 14 - 062 - 1 - 00,Qatar University,Qatar,Submitting Institution
413,UREP 14 - 060 - 2 - 019,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
414,UREP 14 - 056 - 3 - 021,Weill Cornell Medical College in Qatar,Qatar,Submitting Institution
415,UREP 14 - 055 - 2 - 015,Qatar University,Qatar,Submitting Institution
416,UREP 14 - 055 - 2 - 015,ConocoPhillips Water Technology Ltd QSTP-B,Qatar,Collaborative Institution
417,UREP 14 - 051 - 2 - 014,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
418,UREP 14 - 051 - 2 - 014,Qatar Shell GTL Ltd.,Qatar,Collaborative Institution
419,UREP 14 - 049 - 6 - 001,Qatar University,Qatar,Submitting Institution
420,UREP 14 - 049 - 6 - 001,Georgetown University School of Foreign Service in Qatar,Qatar,Collaborative Institution
421,UREP 14 - 048 - 3 - 02,Qatar University,Qatar,Submitting Institution
422,UREP 14 - 045 - 2 - 01,Qatar University,Qatar,Submitting Institution
423,UREP 14 - 042 - 5 - 007,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
424,UREP 14 - 042 - 5 - 007,Qatar University,Qatar,Collaborative Institution
425,UREP 14 - 039 - 3 - 017,University of Calgary - Qatar,Qatar,Submitting Institution
426,UREP 14 - 037 - 1 - 004,Qatar University,Qatar,Submitting Institution
427,UREP 14 - 037 - 1 - 004,Tata Consulting Engineers (TCE) QSTP-LLC,Qatar,Collaborative Institution
428,UREP 14 - 034 - 2 - 01,Qatar University,Qatar,Submitting Institution
429,UREP 14 - 027 - 3 - 012,University of Calgary - Qatar,Qatar,Submitting Institution
430,UREP 14 - 027 - 3 - 012,Hamad Medical Corporation,Qatar,Collaborative Institution
431,UREP 14 - 026 - 3 - 011,Qatar University,Qatar,Submitting Institution
432,UREP 14 - 026 - 3 - 011,Hamad Medical Corporation,Qatar,Collaborative Institution
433,UREP 14 - 025 - 3 - 01,Qatar University,Qatar,Submitting Institution
434,UREP 14 - 023 - 2 - 00,Qatar University,Qatar,Submitting Institution
435,UREP 14 - 021 - 5 - 00,Qatar University,Qatar,Submitting Institution
436,UREP 14 - 016 - 1 - 001,Weill Cornell Medical College in Qatar,Qatar,Submitting Institution
437,UREP 14 - 011 - 3 - 00,Qatar University,Qatar,Submitting Institution
438,UREP 14 - 008 - 3 - 00,Qatar University,Qatar,Submitting Institution
439,UREP 14 - 001 - 3 - 001,Qatar University,Qatar,Submitting Institution
440,UREP 14 - 001 - 3 - 001,Hamad Medical Corporation,Qatar,Collaborative Institution
441,UREP 13 - 171 - 3 - 028,Weill Cornell Medical College in Qatar,Qatar,Submitting Institution
442,UREP 13 - 167 - 2 - 056,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
443,UREP 13 - 160 - 2 - 052,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
444,UREP 13 - 150 - 2 - 049,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
445,UREP 13 - 144 - 5 - 041,Ahmed Bin Mohamed Military College - Qatar,Qatar,Submitting Institution
446,UREP 13 - 137 - 2 - 045,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
447,UREP 13 - 136 - 3 - 025,Qatar University,Qatar,Submitting Institution
448,UREP 13 - 136 - 3 - 025,Hamad Medical Corporation,Qatar,Collaborative Institution
449,UREP 13 - 134 - 5 - 03,Qatar University,Qatar,Submitting Institution
450,UREP 13 - 132 - 5 - 03,Qatar University,Qatar,Submitting Institution
451,UREP 13 - 123 - 5 - 03,Qatar University,Qatar,Submitting Institution
452,UREP 13 - 118 - 2 - 04,Qatar University,Qatar,Submitting Institution
453,UREP 13 - 116 - 3 - 024,Weill Cornell Medical College in Qatar,Qatar,Submitting Institution
454,UREP 13 - 111 - 5 - 029,Ahmed Bin Mohamed Military College - Qatar,Qatar,Submitting Institution
455,UREP 13 - 107 - 2 - 03,Qatar University,Qatar,Submitting Institution
456,UREP 13 - 100 - 5 - 026,Georgetown University School of Foreign Service in Qatar,Qatar,Submitting Institution
457,UREP 13 - 097 - 5 - 025,Qatar University,Qatar,Submitting Institution
458,UREP 13 - 097 - 5 - 025,Secondary School of Industrial Technology,Qatar,Collaborative Institution
459,UREP 13 - 094 - 5 - 02,Qatar University,Qatar,Submitting Institution
460,UREP 13 - 093 - 5 - 02,Qatar University,Qatar,Submitting Institution
461,UREP 13 - 092 - 3 - 020,Weill Cornell Medical College in Qatar,Qatar,Submitting Institution
462,UREP 13 - 084 - 2 - 03,Qatar University,Qatar,Submitting Institution
463,UREP 13 - 082 - 3 - 019,Weill Cornell Medical College in Qatar,Qatar,Submitting Institution
464,UREP 13 - 082 - 3 - 019,Hamad Medical Corporation,Qatar,Collaborative Institution
465,UREP 13 - 081 - 1 - 010,Qatar University,Qatar,Submitting Institution
466,UREP 13 - 081 - 1 - 010,Weill Cornell Medical College in Qatar,Qatar,Collaborative Institution
467,UREP 13 - 072 - 6 - 004,Georgetown University School of Foreign Service in Qatar,Qatar,Submitting Institution
468,UREP 13 - 070 - 5 - 01,Qatar University,Qatar,Submitting Institution
469,UREP 13 - 066 - 5 - 016,Qatar University,Qatar,Submitting Institution
470,UREP 13 - 066 - 5 - 016,Georgetown University School of Foreign Service in Qatar,Qatar,Collaborative Institution
471,UREP 13 - 064 - 3 - 017,Qatar University,Qatar,Submitting Institution
472,UREP 13 - 064 - 3 - 017,Hamad Medical Corporation,Qatar,Collaborative Institution
473,UREP 13 - 063 - 3 - 01,Qatar University,Qatar,Submitting Institution
474,UREP 13 - 060 - 3 - 014,Qatar University,Qatar,Submitting Institution
475,UREP 13 - 060 - 3 - 014,Hamad Medical Corporation,Qatar,Collaborative Institution
476,UREP 13 - 058 - 3 - 013,Qatar University,Qatar,Submitting Institution
477,UREP 13 - 058 - 3 - 013,Primary Health Care Corporation,Qatar,Collaborative Institution
478,UREP 13 - 050 - 5 - 00,Qatar University,Qatar,Submitting Institution
479,UREP 13 - 041 - 2 - 017,Qatar University,Qatar,Submitting Institution
480,UREP 13 - 041 - 2 - 017,Texas A&amp;M University at Qatar,Qatar,Collaborative Institution
481,UREP 13 - 040 - 1 - 007,Qatar University,Qatar,Submitting Institution
482,UREP 13 - 040 - 1 - 007,Hamad Bin Khalifa University,Qatar,Collaborative Institution
483,UREP 13 - 031 - 2 - 014,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
484,UREP 13 - 031 - 2 - 014,Schlumberger Qatar,Qatar,Collaborative Institution
485,UREP 13 - 030 - 2 - 013,Qatar University,Qatar,Submitting Institution
486,UREP 13 - 030 - 2 - 013,RasGas,Qatar,Collaborative Institution
487,UREP 13 - 029 - 2 - 01,Qatar University,Qatar,Submitting Institution
488,UREP 13 - 026 - 3 - 00,Qatar University,Qatar,Submitting Institution
489,UREP 13 - 025 - 2 - 01,Qatar University,Qatar,Submitting Institution
490,UREP 13 - 021 - 1 - 00,Qatar University,Qatar,Submitting Institution
491,UREP 13 - 019 - 2 - 00,Qatar University,Qatar,Submitting Institution
492,UREP 13 - 018 - 1 - 001,Weill Cornell Medical College in Qatar,Qatar,Submitting Institution
493,UREP 13 - 016 - 6 - 00,Qatar University,Qatar,Submitting Institution
494,UREP 13 - 015 - 2 - 00,Qatar University,Qatar,Submitting Institution
495,UREP 13 - 006 - 5 - 00,Qatar University,Qatar,Submitting Institution
496,UREP 13 - 002 - 5 - 002,Ahmed Bin Mohamed Military College - Qatar,Qatar,Submitting Institution
497,UREP 13 - 001 - 5 - 001,Ahmed Bin Mohamed Military College - Qatar,Qatar,Submitting Institution
498,UREP 12 - 162 - 2 - 054,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
499,UREP 12 - 162 - 2 - 054,Halliburton Worldwide Limited,Qatar,Collaborative Institution
500,UREP 12 - 141 - 5 - 043,Georgetown University School of Foreign Service in Qatar,Qatar,Submitting Institution
501,UREP 12 - 137 - 3 - 021,Weill Cornell Medical College in Qatar,Qatar,Submitting Institution
502,UREP 12 - 133 - 1 - 01,Qatar University,Qatar,Submitting Institution
503,UREP 12 - 128 - 1 - 016,Weill Cornell Medical College in Qatar,Qatar,Submitting Institution
504,UREP 12 - 126 - 3 - 019,Qatar University,Qatar,Submitting Institution
505,UREP 12 - 126 - 3 - 019,Hamad Medical Corporation,Qatar,Collaborative Institution
506,UREP 12 - 125 - 1 - 01,Qatar University,Qatar,Submitting Institution
507,UREP 12 - 120 - 5 - 037,Ahmed Bin Mohamed Military College - Qatar,Qatar,Submitting Institution
508,UREP 12 - 117 - 1 - 013,Weill Cornell Medical College in Qatar,Qatar,Submitting Institution
509,UREP 12 - 112 - 5 - 03,Qatar University,Qatar,Submitting Institution
510,UREP 12 - 111 - 3 - 017,University of Calgary - Qatar,Qatar,Submitting Institution
511,UREP 12 - 111 - 3 - 017,Primary Health Care Corporation,Qatar,Collaborative Institution
512,UREP 12 - 110 - 2 - 043,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
513,UREP 12 - 110 - 2 - 043,Schlumberger Qatar,Qatar,Collaborative Institution
514,UREP 12 - 106 - 1 - 011,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
515,UREP 12 - 095 - 5 - 02,Qatar University,Qatar,Submitting Institution
516,UREP 12 - 094 - 5 - 02,Qatar University,Qatar,Submitting Institution
517,UREP 12 - 093 - 5 - 02,Qatar University,Qatar,Submitting Institution
518,UREP 12 - 091 - 2 - 037,Qatar University,Qatar,Submitting Institution
519,UREP 12 - 091 - 2 - 037,Tata Consulting Engineers (TCE) QSTP-LLC,Qatar,Collaborative Institution
520,UREP 12 - 089 - 5 - 022,Ahmed Bin Mohamed Military College - Qatar,Qatar,Submitting Institution
521,UREP 12 - 083 - 5 - 01,Qatar University,Qatar,Submitting Institution
522,UREP 12 - 082 - 2 - 03,Qatar University,Qatar,Submitting Institution
523,UREP 12 - 080 - 2 - 03,Qatar University,Qatar,Submitting Institution
524,UREP 12 - 077 - 1 - 00,Qatar University,Qatar,Submitting Institution
525,UREP 12 - 065 - 2 - 02,Qatar University,Qatar,Submitting Institution
526,UREP 12 - 064 - 2 - 02,Qatar University,Qatar,Submitting Institution
527,UREP 12 - 060 - 5 - 014,Ahmed Bin Mohamed Military College - Qatar,Qatar,Submitting Institution
528,UREP 12 - 059 - 2 - 024,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
529,UREP 12 - 057 - 3 - 011,Qatar University,Qatar,Submitting Institution
530,UREP 12 - 057 - 3 - 011,Hamad Medical Corporation,Qatar,Collaborative Institution
531,UREP 12 - 054 - 2 - 02,Qatar University,Qatar,Submitting Institution
532,UREP 12 - 051 - 2 - 019,Qatar University,Qatar,Submitting Institution
533,UREP 12 - 051 - 2 - 019,Qatalum,Qatar,Collaborative Institution
534,UREP 12 - 048 - 3 - 009,Qatar University,Qatar,Submitting Institution
535,UREP 12 - 048 - 3 - 009,Qatar Olympic Committe,Qatar,Collaborative Institution
536,UREP 12 - 045 - 3 - 00,Qatar University,Qatar,Submitting Institution
537,UREP 12 - 043 - 3 - 00,Qatar University,Qatar,Submitting Institution
538,UREP 12 - 039 - 5 - 01,Qatar University,Qatar,Submitting Institution
539,UREP 12 - 035 - 2 - 012,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
540,UREP 12 - 035 - 2 - 012,Qatar University,Qatar,Collaborative Institution
541,UREP 12 - 034 - 3 - 00,Qatar University,Qatar,Submitting Institution
542,UREP 12 - 031 - 2 - 010,Qatar University,Qatar,Submitting Institution
543,UREP 12 - 031 - 2 - 010,Texas A&amp;M University at Qatar,Qatar,Collaborative Institution
544,UREP 12 - 022 - 5 - 00,Qatar University,Qatar,Submitting Institution
545,UREP 12 - 021 - 2 - 00,Qatar University,Qatar,Submitting Institution
546,UREP 12 - 016 - 5 - 007,Northwestern University in Qatar,Qatar,Submitting Institution
547,UREP 12 - 016 - 5 - 007,Qatar University,Qatar,Collaborative Institution
548,UREP 12 - 015 - 2 - 00,Qatar University,Qatar,Submitting Institution
549,UREP 12 - 014 - 2 - 00,Qatar University,Qatar,Submitting Institution
550,UREP 12 - 013 - 2 - 002,Qatar University,Qatar,Submitting Institution
551,UREP 12 - 013 - 2 - 002,Qatalum,Qatar,Collaborative Institution
552,UREP 12 - 003 - 5 - 001,Northwestern University in Qatar,Qatar,Submitting Institution
553,UREP 11 - 161 - 1 - 028,Ahmed Bin Mohamed Military College - Qatar,Qatar,Submitting Institution
554,UREP 11 - 154 - 2 - 05,Qatar University,Qatar,Submitting Institution
555,UREP 11 - 152 - 3 - 02,Qatar University,Qatar,Submitting Institution
556,UREP 11 - 151 - 2 - 057,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
557,UREP 11 - 149 - 5 - 02,Qatar University,Qatar,Submitting Institution
558,UREP 11 - 148 - 2 - 05,Qatar University,Qatar,Submitting Institution
559,UREP 11 - 144 - 1 - 025,Carnegie Mellon University - Qatar,Qatar,Submitting Institution
560,UREP 11 - 143 - 2 - 052,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
561,UREP 11 - 143 - 2 - 052,Maersk Oil Research and Technology Centre,Qatar,Collaborative Institution
562,UREP 11 - 142 - 2 - 051,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
563,UREP 11 - 142 - 2 - 051,Northwestern University in Qatar,Qatar,Collaborative Institution
564,UREP 11 - 141 - 5 - 02,Qatar University,Qatar,Submitting Institution
565,UREP 11 - 138 - 2 - 04,Qatar University,Qatar,Submitting Institution
566,UREP 11 - 136 - 1 - 023,Weill Cornell Medical College in Qatar,Qatar,Submitting Institution
567,UREP 11 - 135 - 3 - 028,Weill Cornell Medical College in Qatar,Qatar,Submitting Institution
568,UREP 11 - 131 - 3 - 025,Weill Cornell Medical College in Qatar,Qatar,Submitting Institution
569,UREP 11 - 128 - 2 - 045,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
570,UREP 11 - 128 - 2 - 045,TOTAL E&amp;P Golfe Ltd,Qatar,Collaborative Institution
571,UREP 11 - 128 - 2 - 045,Qatar Science and Technology Park (QSTP),Qatar,Collaborative Institution
