Proposal Number:,type,pub_title,authors,reference_no
NPRP 5 - 1020 - 4 - 011,Journal Paper,Physico-chemical characterization of biochars from solid municipalwaste for use in soil amendment,"Rehrah, D., Bansodeb, R.R., Hassan, O. and  Ahmedna, M.",ISSN:0165-2370
NPRP 5 - 1020 - 4 - 011,Journal Paper,Effect of biochars produced from solid organic municipal waste on soil quality parameters,"Priscilla Denise Randolph, Rishipal Bansode, O.A. Hassan, Dj. Rehrah, R. Ravella, M.R. Reddy, D.W. Watts, Jeff Novak, Mohamed Ahmedna",ISSN:03014797
NPRP 5 - 102 - 1 - 026,Journal Paper,Atom lithography with subwavelength resolution via Rabi oscillations,"Zeyang Liao, M. Al-Amri, Thomas Becker, W. P. Schleich, Marlan O. Scully, and M. Suhail Zubairy",ISSN:10502947
NPRP 5 - 102 - 1 - 026,Journal Paper,Entanglement of movable mirrors in a correlated-emission laser,"Wenchao Ge, Mohammad Al-Amri, Hyunchul Nha, and M. Suhail Zubairy",ISSN:10502947
NPRP 5 - 102 - 1 - 026,Journal Paper,Ultrabroadband nonreciprocal transverse energy flow of light in linear passive photonic circuits,"Keyu Xia, M. Alamri, and M. Suhail Zubairy",ISSN:10944087
NPRP 5 - 102 - 1 - 026,Journal Paper,Entanglement of movable mirrors in a correlated emission laser via cascade-driven coherence,"Wenchao Ge, M. Al-Amri, Hyunchul Nha, and M. Suhail Zubairy",ISSN:10941622
NPRP 5 - 102 - 1 - 026,Journal Paper,Coherent atom lithography with nanometer resolution,"Zeyang Liao, M. Al-Amri, and M. Suhail Zubairy",ISSN:10941622
NPRP 5 - 102 - 1 - 026,Journal Paper,Super-resolving single-photon number-path-entangled state and its generation,"Wei Feng, Kebei Jiang, Michelle L.-J. Lollie, M. Suhail Zubairy, and Jonathan P. Dowling",ISSN:10941622
NPRP 5 - 102 - 1 - 026,Journal Paper,Macroscopic optomechanical superposition via periodic qubit flipping,Wenchao Ge and M. Suhail Zubairy,ISSN:10941622
NPRP 5 - 102 - 1 - 026,Journal Paper,Nanometer-scale microscopy via graphene plasmons,"Xiaodong Zeng, M. Al-Amri,and M. Suhail Zubairy",ISSN:1550235X
NPRP 5 - 102 - 1 - 026,Journal Paper,Trade-off between information gain and fidelity under weak measurements,"Longfei Fan, Wenchao Ge, Hyunchul Nha, and M. Suhail Zubairy",ISSN:10941622
NPRP 5 - 102 - 1 - 026,Online Paper,Entanglement of two movable mirrors with a single photon superposition state,Wenchao Ge and M Suhail Zubairy,DOI:10.1088/0031-8949/90/7/074015
NPRP 5 - 102 - 1 - 026,Online Paper,Coherent Rabi oscillations in a molecular system and sub-diffraction-limited pattern generation,"Zeyang Liao, M Al-Amri and M Suhail Zubairy",DOI:10.1088/0953-4075/48/10/105101
NPRP 5 - 101 - 1 - 025,Journal Paper,Bivariate Goncarov polynomials and integer sequences,"Khare, Niraj and Lorentz, Rudolph and Yan, Catherine Huafei",ISSN:16747283
NPRP 5 - 101 - 1 - 025,Journal Paper,On the size of 3-uniform linear hypergraphs,"Khare, Niraj",ISSN:0012365X
NPRP 5 - 101 - 1 - 025,Journal Paper,Generalization of Erdos–Gallai edge bound,"Niraj Khare, 
Nishali Mehta ,
Naushad Puliyambalath",ISSN:01956698
NPRP 5 - 101 - 1 - 025,Online Paper,Derangements on a Ferrers board,"Willian Linz, Catherine Yan",DOI:10.1142/S1793830915500366
NPRP 5 - 1002 - 4 - 010,Journal Paper,First Report of Thielaviopsis punctulata Causing Black Scorch Disease on Date Palm in Qatar,"F. A. Al-Naemi, R. Nishad, T. A. Ahmed and  O. Radwan",ISSN:01912917
NPRP 5 - 1002 - 4 - 010,Journal Paper,"Draft genome sequences of Chrysoporthe austroafricana, Diplodia scrobiculata, Fusarium nygamai, Leptographium lundbergii, Limonomyces culmigenus, Stagonosporopsis tanaceti, and Thielaviopsis punctulat","Osman Radwan, Fatima A. Al-Naem",ISSN:22106359
NPRP 5 - 1002 - 4 - 010,Journal Paper,Antagonistic Effects of Trichoderma harzianum Isolates against Ceratocystis radicicola: pioneering a Biocontrol Strategy against Black Scorch Disease in Date Palm Trees,"Fatima A. Al-Naemi, Talaat A. Ahmed, Resna Nishad and Osman Radwan",ISSN:14390434
NPRP 5 - 098 - 3 - 021,Online Paper,Distribution of Mutations Associated with Antifolate and Chloroquine Resistance among Imported Plasmodium vivax in the State of Qatar.,"Bansal D, Acharya A, Bharti PK, Abdelraheem MH, Elmalik A, Abosalah S, Khan FY, ElKhalifa M, Kaur H, Mohapatra PK, Sehgal R, Idris MA, Mahanta J, Singh N, Babiker HA, Sultan AA.",DOI:10.429/ajtmh.17-0436
NPRP 5 - 098 - 3 - 021,Online Paper,Antifolate drug resistance: Novel mutations and haplotype distribution in dhps and dhfr from Northeast India,"Sarmah NP, Sarma K, Bhattacharyya DR, Sultan AA, Bansal D, Singh N, Bharti PK, Sehgal R, Mohapatra PK, Parida P, Mahanta J.",DOI:10.1007/s12038-017-9706-5
NPRP 5 - 098 - 3 - 021,Online Paper,"Prevalence of mutations linked to antimalarial resistance in Plasmodium falciparum from Chhattisgarh, Central India: A malaria elimination point of view","Patel P, Bharti PK, Bansal D, Ali NA, Raman RK, Mohapatra PK, Sehgal R, Mahanta J, Sultan AA, Singh N.",DOI:10.1038/s41598-017-16866-5
NPRP 5 - 098 - 3 - 021,Online Paper,Molecular surveillance of chloroquine drug resistance markers (                    Pfcrt                    and                    Pfmdr1                    ) among imported                    Plasmodium falciparum                    malaria in Qatar,"Acharya A, Bansal D, Bharti PK, Khan FY, Abusalah S, Elmalik A, ElKhalifa M, Mohapatra PK, Mahanta J, Sehgal R, Singh N, Sultan AA.",DOI:10.1080/20477724.2017.1399234
NPRP 5 - 098 - 3 - 021,Online Paper,"Genetic diversity of Plasmodium falciparum merozoite surface protein-1 (block 2), glutamate-rich protein and sexual stage antigen Pfs25 from Chandigarh, North India.","Kaur H, Sehgal R, Goyal K, Makkar N, Yadav R, Bharti PK, Singh N, Sarmah NP, Mohapatra PK, Mahanta J, Bansal D, Sultan AA, Kanwar JR.",DOI:10.1111/tmi.12990.
NPRP 5 - 098 - 3 - 021,Online Paper,"Genetic diversity and antibody responses against Plasmodium falciparum vaccine candidate genes from Chhattisgarh, Central India: Implication for vaccine development.","Patel P, Bharti PK, Bansal D, Raman RK, Mohapatra PK, Sehgal R, Mahanta J, Sultan AA, Singh N.",DOI:10.1371/journal.pone.0182674.
NPRP 5 - 093 - 2 - 034,Journal Paper,Emulsion Stability and Cross-linking of PMMA Microcapsules Containing Phase Change Materials,"Refat Al-Shannaq1,2, Mohammed Farid1 *, Shaheen Al-Muhtaseb2 and Jamal Kurdi3

1 Department of Chemical and Materials Engineering, The University of Auckland, New Zealand 
2 Department of Chemical Engineering, Qatar University, P.O. Box 2713, Doha, Qatar
3 Engineering Technology-Chemical Processing, Collage of the North Atlantic, Doha, Qatar",ISSN:0927-0248
NPRP 5 - 093 - 2 - 034,Journal Paper,Supercooling elimination of phase change materials (PCMs) microcapsules,"Refat Al-Shannaq, Jamal Kurdi, Shaheen Al-Muhtaseb, Michelle Dickinson and Mohammed Farid",ISSN:0360-5442
NPRP 5 - 093 - 2 - 034,Journal Paper,Emulsion stability and cross-linking of PMMA microcapsules containing phase change materials,"Refat Al-Shannaq, Mohammed Farid , Shaheen Al-Muhtaseb, Jamal Kurdi",ISSN:09270248
NPRP 5 - 093 - 2 - 034,Journal Paper,Preparation and Characterization of Microencapsulated Phase Change Materials for Use in Building Applications,"Jessica Giro-Paloma 
 Refat Al-Shannaq
 Ana Inés Fernández 
Mohammed M. Farid",ISSN:03062619
NPRP 5 - 093 - 2 - 034,Journal Paper,Innovative method of metal coating of microcapsules containing phase change materials,"Refat Al-Shannaq
Jamal Kurdi
Shaheen Al-Muhtaseb
Mohammed Farid",ISSN:0038092X
NPRP 5 - 088 - 1 - 021,Journal Paper,EXAMPLES OF ANALYTICAL SOLUTIONS BY MEANS OF MITTAG-LEFFLER FUNCTION OF FRACTIONAL BLACK-SCHOLES OPTION PRICING EQUATION,"Mohammad Hossein Akrami 1, Gholam Hussian Erjaee",ISSN:13110454
NPRP 5 - 088 - 1 - 021,Journal Paper,Iterative scheme for an elliptic non-local free boundary problem,"R. Barkhudaryan, M. Juráš &amp; M. Salehi",ISSN:00036811
NPRP 5 - 088 - 1 - 021,Journal Paper,Derivation of a new Merton’s optimal problem presented by fractional stochastic stock price and its applications,"A. Farhadi , G.H. Erjaee,  M. Salehi",ISSN:08981221
NPRP 5 - 088 - 1 - 021,Journal Paper,A New Version of Black–Scholes Equation Presented by Time-Fractional Derivative,"A. Farhadi 
• M. Salehi 
• G. H. Erjaee",ISSN:10286276
NPRP 5 - 086 - 2 - 031,Journal Paper,Stance Quantified in Real World Scenario: Changes in Knee Joint Kinematic between Shod and Barefoot Running,"Gurtej Grewal, Mary Lou Bareither, Matthew Walthers, Jacqueline Lee-Eng, Ruben Goebel and Bijan Najafi",ISSN:2329910X
NPRP 5 - 086 - 2 - 031,Journal Paper,ACL Failure locus. A subject specific Simulation-Based Investigation,"Goebel, R, Orsi, A., Vaziri, A., Hashemi, H.N.",ISSN:01959131
NPRP 5 - 086 - 2 - 031,Journal Paper,Effects of Different Loading Patterns on the Trabecular Bone Morphology of the Proximal Femur Using Adaptive Bone Remodeling,"S. Mohammad Ali Banijamali, Ramin Oftadeh, Ara Nazarian, Ruben Goebel, Ashkan Vaziri, Hamid Nayeb-Hashemi",ISSN:01480731
NPRP 5 - 086 - 2 - 031,Journal Paper,Hierarchical analysis and multi-scale modeling of rat cortical and trabecular bone,"R. Oftadeh, V. Entezari, G. Sporri, J. C. Villa-Camacho, H. Krigbaum, E. Strawich, L. Graham, Ch. Rey, H. Chiu, R. Muller, A. Vaziri., and A. Nazarian",ISSN:17425689
NPRP 5 - 086 - 2 - 031,Journal Paper,Biomechanics and Mechanobiology of Trabecular Bone: A Review,"Oftadeh R, Perez-Viloria M, Villa-Camacho JC, Vaziri A, Nazarian A.",ISSN:01480731
NPRP 5 - 086 - 2 - 031,Journal Paper,Effects of different loading patterns on the trabecular bone morphology of the proximal femur using adaptive bone remodeling,"S. M.Banijamali, R. Oftadeh, A. Nazarian, R. Goebel, A. Vaziri &amp; H. Nayeb-Hashemi",ISSN:01480731
NPRP 5 - 086 - 2 - 031,Journal Paper,The effects of knee joint kinematics on anterior cruciate ligament injury and articular cartilage damage,"A. Orsi, S. Chakravarthy, P. Canavan, E. Peña, R. Goebel; A. Vaziri &amp; H. Nayeb-Hashemi",ISSN:14768259
NPRP 5 - 083 - 1 - 019,Journal Paper,"Observations on the postnatal growth and development of captive Ethiopian hedgehogs, Paraechinus aethiopicus, in Qatar","Mohammad A. Abu Baker, Ivan Mohedano, Nigel Reeve, Nobuyuki Yamaguchi",ISSN:N/A
NPRP 5 - 083 - 1 - 019,Journal Paper,"Caught basking in the winter sun: Preliminary data on winter thermoregulation in the Ethiopian hedgehog, Paraechinus aethiopicus, in Qatar","Abu Baker, MA., Reeve, N., Mohedano, I., Conkey, AAT., Macdonald, DW. &amp; Yamaguchi, N.",ISSN:N/A
NPRP 5 - 080 - 2 - 028,Journal Paper,Continuous-Time Sigma Delta ADC with Implicit Variable Gain Amplifier for CMOS Image Sensor,"Fang Tang, Amine Bermak, Amira Abbes, and Mohieddine Amor Benammar",ISSN:23566140
NPRP 5 - 080 - 2 - 028,Conference Paper,Gas Identi?cation in Electronic Nose by Using Similarity Measure Between Latency Patterns,"Muhammad Hassan
Amine Bermak
Amine Ait Si Ali
Abbes Amira",DOI:10.1109/MIEL.2014
NPRP 5 - 080 - 2 - 028,Conference Paper,A Multi-Sensing Reconfigurable Platform for Gas Applications,"Muhammad Ali Akbar
Amine Ait Si Ali
Abbes Amira
Mohieddine Benammar
Faycal Bensaali
Saqib Mohamad
Fang Tang
Amine Bermak
Mohamad  Zgaren
Mohammad Sawan",DOI:10.1109/MIEL.2014-2
NPRP 5 - 080 - 2 - 028,Conference Paper,A Front-end EPC Gen-2 Passive UHF RFID Transponder for Embedded Gas Sensor,"Mohamed Zgaren, and
Mohamad Sawan",DOI:10.1016/B978-0-444
NPRP 5 - 080 - 2 - 028,Conference Paper,Versatile Gas Monitoring System on the Heterogeneous Zynq SoC Platform,"Amine Ait Si Ali,
Abbes Amira,
Faycal Bensaali,
Mohieddine Benammar, 
Muhammad Hassan,
Amine Bermak",DOI:10.1016/B978-0-444-xx
NPRP 5 - 080 - 2 - 028,Conference Paper,Custom IP Cores for Robust Data Analysis and Pattern Recognition Algorithms Used in Gas Applications,"Amine Ait Si Ali
Abbes Amira 
Faycal Bensaali",DOI:10.1109/AICCSA.2014
NPRP 5 - 080 - 2 - 028,Conference Paper,Gas identification with pairwise comparison in an artificial olfactory system,"M . Hassan , A . Bermak , and A . Amira",DOI:10.1201/b18470-71
NPRP 5 - 080 - 2 - 028,Journal Paper,Probabilistic Rank Score Coding: A Robust Rank-Order Based Classifier for Electronic Nose Applications,"Muhammad Hassan, Samir Brahim Belhaouari, and Amine Bermak",ISSN:1530-437X
NPRP 5 - 080 - 2 - 028,Journal Paper,DESIGN AND IMPLEMENTATION OF A GAS IDENTIFICATION SYSTEM ON ZYNQ SOC PLATFORM,"Amine Ait Si Ali
Abbes Amira
Faycal Bensaali
Mohieddine Benammar
Muhammad Ali Akbar
Muhammad Hassan
Amine Bermak",ISSN:ISSN 1819-6608
NPRP 5 - 080 - 2 - 028,Journal Paper,IMPACT OF FEATURE REDUCTION AND OPERATING TEMPERATURE ON GAS IDENTIFICATION,"Muhammad Ali Akbar,
Amine Ait Si Ali,
Abbes Amira,
Faycal Bensaali,
Mohieddine Benammar,
Muhammad Hassan,
Amine Bermak",ISSN:ISSN 1819-6608
NPRP 5 - 080 - 2 - 028,Journal Paper,Gas Identification Using Passive UHF RFID  Sensor Platform,"Muhammad Ali AKBAR,  Mohamed ZGAREN,  Amine AIT SI ALI,
Abbes AMIRA, Mohieddine BENAMMAR, Faycal BENSAALI,
Mohamad SAWAN and Amine BERMAK",ISSN:23068515
NPRP 5 - 080 - 2 - 028,Journal Paper,An Empirical Study for PCA and LDA Based Feature Reduction for Gas Identification,"Akbar, M. A.; Ait Si Ali, A.; Amira, A.; Bensaali, F.; Benammar, M.; Hassan, M.; Bermak, A.",ISSN:1558-1748
NPRP 5 - 080 - 2 - 028,Journal Paper,Design and Implementation of a Gas Identification System on Zynq Soc Platform,"Ait Si Ali, A.; Amira, A.; Bensaali, F.; Benammar, M.; Akbar, M. A.; Hassan, M.; Bermak, A.",ISSN:18196608
NPRP 5 - 080 - 2 - 028,Journal Paper,An Empirical Study for Quantification of Carcinogenic Formaldehyde by Integrating a Probabilistic Framework with Spike Latency Patterns in an Electronic Nose,"Hassan, M.; Bermak, A.; Ait Si Ali, A.; Amira, A",ISSN:17265479
NPRP 5 - 080 - 2 - 028,Conference Paper,Hardware PCA for gas identification systems using high level synthesis on the Zynq SoC,"Amine Ait Si Ali-author-first, Abbes Amira-author-additional, Faycal Bensaali-author-additional, Mohieddine Benammar-author-additional",DOI:10.1109/ICECS.2013.6815512
NPRP 5 - 080 - 2 - 028,Conference Paper,EPC Gen-2 UHF RFID tags with low-power CMOS temperature sensor suitable for gas applications,"Mohamed Zgaren-author-first, Saqib Mohamad-author-additional, Abbes Amira-author-additional, Mohamad Sawan-author-additional",DOI:10.1109/NEWCAS.2016.7604818
NPRP 5 - 080 - 2 - 028,Conference Paper,High Level Synthesis Based E-Nose System for Gas Applications,"Amine Ait Si Ali-author-first, Abbes Amira-author-additional, Faycal Bensaali-author-additional, Mohieddine Benammar-author-additional, Muhammad Hassan-author-additional, Amine Bermak-author-additional",DOI:10.1109/FCCM.2016.60
NPRP 5 - 080 - 2 - 028,Conference Paper,Heterogeneous Implementation of ECG Encryption and Identification on the Zynq SoC,"Amine Ait Si Ali-author-first, Xiaojun Zhai-author-additional, Abbes Amira-author-additional, Faycal Bensaali-author-additional, Naeem Ramzan-author-additional",DOI:10.1109/FCCM.2016.44
NPRP 5 - 080 - 2 - 028,Conference Paper,Fast Prototyping of KNN Based Gas Discrimination System on the Zynq SoC,"Ait Si Ali, A.; Akbar, M. A.; Amira, A.; Bensaali, F.; Benammar, M.; Hassan, M.; Bermak, A.,",DOI:10.5339/qfarc.2016.ICTOP1832
NPRP 5 - 080 - 2 - 028,Conference Paper,Gas identification with spike codes in wireless electronic nose: A potential application for smart green buildings,"Muhammad Hassan-author-first, Amine Bermak-author-additional, Amine Ait Si Ali-author-additional, Abbes Amira-author-additional",DOI:10.1109/IntelliSys.2015.7361180
NPRP 5 - 080 - 2 - 028,Book,Handbook of Biochips,"Bermak, A.; Hassan, M.; Pan, X.",ISBN:9781461466239
NPRP 5 - 080 - 2 - 028,Book,Proceedings of the 4th International Gas Processing Symposium,"Zgaren, M.; Sawan, M.",ISBN:9780444634610
NPRP 5 - 080 - 2 - 028,Journal Paper,Biologically Inspired Feature Rank Codes for Hardware Friendly Gas Identification With the Array of Gas Sensors,"M Hassan, M.; Bermak, A.",ISSN:1530437X
NPRP 5 - 080 - 2 - 028,Journal Paper,Robust Bayesian Inference for Gas Identification in Electronic Nose Applications by Using Random Matrix Theory,"M Hassan, M.; Bermak, A.",ISSN:15581748
NPRP 5 - 080 - 2 - 028,Journal Paper,Probabilistic Rank Score Coding: A Robust Rank-Order Based Classifier for Electronic Nose Applications,"Hassan, M.; Belhaouari, S. B.; Bermak, A.",ISSN:15581748
NPRP 5 - 080 - 2 - 028,Conference Paper,HW/SW Co-Design Based Implementation of Gas Discrimination,Amine Ait Si Ali ; Abbes Amira ; Faycal Bensaali ; Mohieddine Benammar ; Amine Bermak,DOI:10.1109/ASAP.2016
NPRP 5 - 080 - 2 - 028,Conference Paper,Design and Performance Evaluation of a Committee Machine for Gas Identification,Muhammad Ali Akbar ; Hamza Djelouat ; Amine Ait Si Ali ; Abbes Amira ; Faycal Bensaali ; Mohieddine Benammar ; Amine Bermak,DOI:10.1109/IntelliSys.2016
NPRP 5 - 080 - 2 - 028,Conference Paper,A Reconfigurable Connected Health Platform Using ZYNQ System on Chip,Dina Ganem Abunahia ; Hala Raafat Abou Al Ola ; Tasnim Ahmad Ismail ; Abbes Amira ; Amine Ait Si Ali ; Faycal Bensaali,DOI:10.1109/IntelliSys.2016.
NPRP 5 - 080 - 2 - 028,Conference Paper,Computationally Efficient Environmental Monitoring with Electronic Nose: A Potential Technology for Ambient Assisted Living,Muhammad Hassan ; Muhammad Umar ; Amine Bermak ; Amine Ait Si Ali ; Abbes Amira,DOI:10.1109/SysEng.2016
NPRP 5 - 080 - 2 - 028,Conference Paper,Quantification of Carcinogenic Odor of Formaldehyde with Electronic Nose Technology,Muhammad Hassan ; Muhammad Umar ; Amine Bermak ; Amine Ait Si Ali ; Abbes Amira,DOI:10.1109/SysEng.2016.
NPRP 5 - 080 - 2 - 028,Conference Paper,Receiver Design of Passive UHF RFID Sensor Platform for Gas Identification,Muhammad Ali Akbar ; Amine Ait Si Ali ; Abbes Amira ; Mohieddine ; Benammar ; Faycal Bensaali ; Mohamed Zgaren ; Mohamad Sawan ; Amine Bermak,DOI:10.978162084268/ISBN
NPRP 5 - 080 - 2 - 028,Conference Paper,Bayesian Inference using Spike Latency Codes for Quantification of Health Endangering Formaldehyde,Muhammad Hassan ; Amine Bermak ; Amine Ait Si Ali ; Abbes Amira,DOI:10.978162084268/ISBN.
NPRP 5 - 080 - 2 - 028,Conference Paper,Generalised and Versatile Connected Health Solution,Amine Ait Si Ali ; Dina Ganem Abunahia ; Hala Raafat Abou Al Ola ; Tasnim Ahmad Ismail ; Abbes Amira ; Faycal Bensaali,DOI:10.1109/IEEEGCC.2017
NPRP 5 - 080 - 2 - 028,Journal Paper,Compressive sensing based electronic nose platform,Hamza Djelouat ; Amine Ait Si Ali ; Abbes Amira ; Faycal Bensaali,ISSN:10512004
NPRP 5 - 080 - 2 - 028,Journal Paper,MLP Neural Network Based Gas Classification System on Zynq SoC,Xiaojun Zhai ; Amine Ait-Si-Ali ; Abbes Amira ; Faycal Bensaali,ISSN:21693536
NPRP 5 - 080 - 2 - 028,Journal Paper,An Empirical Study for PCA- and LDA-Based Feature Reduction for Gas Identification,Muhammad Ali Akbar ; Amine Ait Si Ali ; Abbes Amira ; Faycal Bensaali ; Mohieddine Benammar ; Muhammad Hassan ; Amine Bermak,ISSN:15581748
NPRP 5 - 080 - 2 - 028,Journal Paper,An Empirical Study for Quantification of Carcinogenic Formaldehyde by Integrating a Probabilistic Framework with Spike Latency Patterns in an Electronic Nose,Muhammad HASSAN ;Amine BERMAK ; Amine AIT SI ALI ; Abbes AMIRA,ISSN:23068515
NPRP 5 - 080 - 2 - 028,Journal Paper,Impact of Feature Reduction and Operating Temperature on Gas Identification,Muhammad Ali Akbar ; Amine Ait Si Ali ; Abbes Amira ; Faycal Bensaali  ; Mohieddine Benammar ; Muhammad Hassan ; Amine Bermak,ISSN:18196608
NPRP 5 - 080 - 2 - 028,Journal Paper,Biologically Inspired Feature Rank Codes for Hardware Friendly Gas Identification With the Array of Gas Sensors,Muhammad Hassan ;  Amine Bermak,ISSN:15581748
NPRP 5 - 080 - 2 - 028,Journal Paper,Robust Bayesian Inference for Gas Identification in Electronic Nose Applications by Using Random Matrix Theory,Muhammad Hassan ;  Amine Bermak,ISSN:15581748
